user_id,transaction_count,transaction_amount,session_time,feature_used,churn
902,45,2991,43,Recharge,0
903,27,3532,49,UPI,1
904,9,1380,30,UPI,0
905,26,2460,54,BillPay,1
906,47,675,45,Recharge,0
907,22,1407,6,BillPay,1
908,47,3292,17,UPI,1
909,30,3278,59,UPI,1
910,43,2834,45,Recharge,0
911,48,2312,51,UPI,0
912,17,2452,53,Recharge,1
913,26,3668,19,BillPay,0
914,36,1755,42,Recharge,1
915,1,1679,35,Recharge,0
916,8,2303,46,UPI,0
917,49,1490,26,UPI,1
918,35,1842,51,Recharge,0
919,15,2025,5,UPI,0
920,47,719,29,UPI,0
921,22,1374,37,UPI,0
922,14,1056,20,Recharge,1
923,26,2039,49,UPI,0
924,28,4053,21,Recharge,1
925,23,2481,10,UPI,1
926,14,1068,5,BillPay,0
927,24,1416,36,UPI,1
928,2,1143,6,UPI,0
929,45,381,26,Recharge,0
930,26,2944,4,Recharge,1
931,14,1158,39,UPI,0
932,7,4393,39,BillPay,0
933,3,2632,50,UPI,0
934,47,3928,35,UPI,0
935,23,1108,1,BillPay,0
936,46,1329,24,Recharge,1
937,43,1135,57,UPI,0
938,47,4685,36,Recharge,0
939,45,375,6,Recharge,0
940,18,2840,41,BillPay,0
941,38,2389,54,BillPay,0
942,35,1339,46,Recharge,0
943,15,225,44,UPI,0
944,25,4165,57,Recharge,0
945,37,4412,31,UPI,0
946,28,3968,20,UPI,0
947,10,1308,24,BillPay,1
948,39,3349,25,UPI,1
949,17,1018,36,UPI,0
950,39,4023,21,Recharge,1
951,22,4503,30,BillPay,1
952,26,2069,24,UPI,0
953,44,2893,44,UPI,0
954,25,991,42,BillPay,1
955,17,4570,30,Recharge,1
956,13,2133,22,BillPay,0
957,20,1464,28,BillPay,1
958,25,228,7,UPI,0
959,4,1114,35,UPI,1
960,10,1899,55,Recharge,1
961,3,4712,28,UPI,0
962,41,1618,14,UPI,1
963,45,4281,56,BillPay,0
964,18,1298,10,UPI,0
965,47,3973,16,Recharge,1
966,36,2574,16,BillPay,0
967,47,3585,54,Recharge,0
968,22,4149,31,BillPay,0
969,34,3819,42,UPI,0
970,47,402,25,BillPay,0
971,8,4052,13,BillPay,1
972,40,4783,6,UPI,0
973,49,1086,44,UPI,0
974,44,1963,9,Recharge,0
975,19,4540,45,Recharge,1
976,42,3172,36,UPI,1
977,41,3224,56,UPI,1
978,37,1427,43,UPI,1
979,6,2508,20,BillPay,1
980,26,3773,18,BillPay,0
981,34,3391,58,BillPay,0
982,45,4133,43,UPI,0
983,6,803,57,Recharge,1
984,37,674,21,UPI,1
985,33,3332,4,BillPay,0
986,22,4883,50,BillPay,1
987,21,2732,33,UPI,0
988,6,3928,27,UPI,0
989,6,3330,7,BillPay,0
990,48,588,6,BillPay,0
991,4,1447,15,BillPay,0
992,30,3781,18,UPI,0
993,11,3273,32,BillPay,0
994,30,4689,56,BillPay,0
995,31,1767,11,Recharge,1
996,24,1737,20,UPI,1
997,9,4214,24,Recharge,1
998,3,3653,15,Recharge,0
999,31,1100,48,BillPay,0
1000,40,950,7,UPI,1
